Description - Program titles - any/all other information written out on tape label, N
Doc ; 12-26-87 Adam Smith | McL Group - No Bets || 1-9-88 Adam Smith | McL Group | 1-12-88 10PM News | 1-13-88 NBR, 1
Docu ; Nightline 11-6-87 ; Stock Market Special 3HR | Adam Smith | McL Grp. | Tony Brown | Ch5 ABC AM News 11-17-87, 1
Phil ; Oprah, 1
Docu ; Will Boston Survive the Big Dig 3-30-88 | The Unruly Dragon - C[illegible] 4-3-88 | Discovery Under Water 4-4-88, 1
Docu ; 10-30-87 Adam Smith | McL Group | Tony Brown | Republican Candidate Debate / Front Line -88 | CBS (ABC) AM News 4-4-88, 1
Docu ; Grace Kelly Special 3-11-88 | Silicon Valley 3-12-88 | PR[sic] 4-7 | W [illegible] 4-9, 1
News ; 4-6-88 *Hollywood [illegible] | CBS AM | ABC AM | ABC PM | Chronicle | 4-7-88 CBS AM News | ABC AM News | 4-10-88 Face The Nation | Meet The Press N[sic] (Pt I), 1
News ; 20-20, 1
News ; #1 ; Donahue - Steinham[sic], Tomlin, 1
News ; Nite Bus Cat Sat [? illegible] 6-7, 1
Super Bowl Pt 1 60M 1-26-86 | News 1-27-86, 1
News 6-21-86 or 1-21-86 ? #2 | Cl[sic]LL 1-22-86 NY - Soho, 1
News ; [illegible], 1
News ; Shuttle Disaster 5:00-8 PM | 10PM 11:30 PM, 1
News ; 7-28-86 #2 Nitely Business Report ; Chronicle 7/31/06 ; 10PM News 7-31, 1
News ; 7/29/86 NBR ; 7/31/86, 1
News ; Fergie on Andrew, 1
News ; 7-24-86 #2 | Waltons Part 1 (End Debt) 7-25-86, 1
News ; Chronicle [illegible] 1-23-86 ; CBS AM Uranus 1-25-86, 1
News 1-25-86 / Sunday 1-26-86, 1
News ; 2, 1
News 6-14-85 | To Your Health - Alcoholism 6-15-85, 1
News ; MacNeil Lehrer [illegible], 1
News ; Donahue ; Am. Legacy Ch, 1
Threads, 1
NOVA Jaws | Front Line Older Parents, 1
News ; MacNeil Lehrer 6-13-85 Eve ; 12-13-86, 1
News ; Jackson Wattenberg Cutler | Donahue Censorship, 1
News 9-11-85 2 Nite Line Vaccines | 9-12-85 | Wash Week | Wall St Week 9-13-85, 1
News 1-2-85 AM 1/2 HR Only | WWW [illegible] 7-3-85, 1
News 10-28-85 #2 | All In The Family 10-29, 1
News ; 11-13 11PM News Re[sic] (NBR?), 1
News 11/11/86 #7 ; 11/13/86 Chronicle, 1
News 6-3-85 | Drugs S[sic] 6-4-86, 1
News 6-12-85 Pt II | Donahue - Doonesbury Controversy 6-13-85 | Good Day [illegible], 1
News 2-5-86 #2 Donahue | MacNeil Lehrer | 2-6-86 #1 Donahue, 1
Sunday | Diva In Concert, 1
MacNeil Lehrer 1-2-87 |  News ([illegible]) 1-4-87, 1
News | 10PM News 11-14-86 | [illegible] Bus Rpt. | 10PM News 11-18-86, 1
News 6-30-86 ABC AM 1:30 | PBS 10PM | Nite Bus Rpt | 6-31-86 ABC AM, 1
News ; PM ; ABC L[sic] PM News | ABC Nat'l PM News | Chronicle | 10PM | Nite Line, 1
Comedy ; ABC-5 5-17-94 Full House | Roseanne | Roseanne | Coach | 5-23-94 ABC-5 Barbara Walters | American Comedy Awards | 5-26-94 Fox Simpsons | Sm Boy [?], 1
Comedy ; Mommies | Getting By | Empty Nest | Nurses | Sisters | News | Sat Nite Live | American Gladiators, 1
Comedy ; Mommies | Getting By | Empty Nest | Nurses | Sisters | News | Sat Nite Live | Gladiators, 1
Comedy ; Empty Nest | Nurses | Cafe Americain | NBR | Sat Nite Live | 6-1-94 Nite Line | Rush Limbaugh, 1
Yes, Prime  Minister PBS-2 Comedy, 1
Comedy 6-7-94 ABC-5 Roseanne | Coach | 6-9-94 [illegible] | Wings | Seinfeld | F[illegible] | 6-10-94 Family Matters | Boy Meets World | Step By Step | Mr. Cooper, 1
Comedy ; Nancy & Tanya | Sister | News | Sat Nite Live, 1
Comedy 4-29-94 ABC 5 Family Matters | Boy Meets World | Step By Step | Sister Sister || 5-2-94 CBS-7 Dave's World | 104 Howser | Murphy Brown | Love & War || 5-3-94 ABC-5 Roseanne | Coach, 1
Comedy 4-14-94 ABC-5 Family Matters | Boy Meets World | Step By Step | SIster Sister | 4-18 NBC-4 Fresh Prince | Sa[sic] | 4-20-94 CBS-3 Married [?] | Tom || 4-21-94 Fox 25 Simpsons | Sinbad | In Living Color | Herman's Head || 4-25-94 NBC, 1
Comedy ; 3-31-94 Fox Herman's Head | 4-6-94 CBS-7 Nanny | Tom | 4-7-94 NBC-4 Mad About You | Wings | Seinfeld | Frazier | 4-14-94 NBC-4 Mad About You | [illegible] | Seinfeld | Frazier | 4-20-94 Fox Simpsons, 1
Drama ; Northern Exposure [Shelley Baby 2-21 Gay Wedding on 5-2 Wheelchair Derby 5-9], 1
Yes, Prime Minister, 1
Comedy 4-28-94 NBC-4 Mad About You | Wings | Seinfeld | Frazier | 5-1-94 ABC-5 Funniest Videos | People | 5-2-94 NBC-4 Fresh Prince | Blossom | 5-5-94 NBC-4 Mad About You | Wings | Seinfeld | Frazier, 1
Comedy 2-10-94 Fox-25 Simpsons | Sinbad | In Liv Color || 12-13-94 Fox-25 Martin | Living Single | Married | Geo Carlin | 3-16 CBS [illegible], 1
Comedy 4-18-94 CBS-7 Dave's World | 704 Howser | Murphy Brown | Hearts Afire || 4-24-94 Fox - 25 Martin | Living Single | Married | Geo. Carlin | 4-25-94 ABC-5 Phil | Oprah, 1
Comedy 4-21-94 NBC-4 Mad About You | [illegible] | Seinfeld | Frazier | 4-22-94 ABC-5 Family Matters | Boy Meets World | Step By Step | Simpsons | 4-26-94 ABC-5 Open House[?] | Roseanne | Coach, 1
Comedy 3-26-94 NBC Sat Nite Live | 3-27-94 ABC-4 Funniest Vid|People | 3-28-94 NBC-4 | 5-10-94 Fox 25 [illegible] | Roc | ABC-5 Roseanne | Coach, 1
[illegible first half of label] | 5-9-94 Love & War | 5-11-94 ABC-5 Malcolm | Grace | 5-18 Funniest Vid | People, 1
Comedy ABC-5 4-9-94 Family Matters | Day By Day | Sister Sister | 4-10-94 ABC 6 Funniest Vid|People | 4-13-94 ABC 5 Home Improvement | 5-18-94 ABC-5, 1
Comedy ; Blossom | M[sic] | Family Matters | Nurses | News | Sat Nite Live, 1
Comedy ; 4-24-94 Fox 25 Simpsons || 4-17[sic]-94 ABC Funniest Vid|People | Fox 25 Martin | L[sic] S[sic] | Married | Gr. Co. In, 1
Comedy ; Blossom | Mommies | Empty Nest | Nurses | News | Sat Nite Live, 1
Comedy ; Mommies | Blossom | Empty Nest | Nurses | News | Sat Nite Live, 1
Comedy 6-15-94 The Nanny | Gold Apple | 6-16-94 Simpsons | Sinbad | In Living Color | Herman's Head | 6-21-94 ABC-7 R[sic] | Coach || 6-28-94 Fox-25 George Carlin | ROC || 6-29-94 CBS-7 Nanny | Going Places, 1
Comed Fox 25 Improv | 5-12-94 Fox-25 Simpsons x2 | In Liv Color | Martin | 5-17-94 Martin | Living Single | Married | George Carlin, 1
News ; 5-6-94 PBS-2 McNeill Lehrer | TGIF | Being Served | Wash Week | Wall St Wk || 5-6 ABC-5 Nite Line | Rups Line | 5-11-95 ABC-5 AM News, 1
Comedy ; Bob Hope | Sister | News | Sat Nite Live | Gladiators, 1
Comedy 4-26 Fox Simpsons | Docu 4-28-84 CBS-7 Ancient Mysteries | 5-1-94 Fox - 2 Martin | Living Single | Martin | George Carlin | MCO Rules[?], 1
Comedy ; Blossom | Empty Nest | Nurses | News | Sat Nite Live, 1
Comedy 3-7-94 NBC-4 Fr[sic] Prim[sic] | Dying For A Smoke | ABC-5 People's (Mag) 20th Anniversary | 3-21-94 Dull Oscar Awards Pt I ([illegible]), 1
Comedy ; 4-25-94 CBS-7 Dave's World | 704 Howser | Murphy Brown | Hearts Afire | 4-27-94 ABC Home Impr. | Tur[sic] [illegible] | News | Nite Line | Rush Libmbaugh, 1
Comedy 5-17-94 NBC-4 Sat Nite Live | 5-23-94 CBS-7 Dick Van Dyke | Eve' Si[sic] | G[sic] A[sic] | 5-26-94 ABC-5 Mad About You | M[sic] | Fox 25 [illegible] | Hermin's Head, 1
Comedy ; 4-7 Cosby | Different World | Cheers | Molly Dodd | 4-12 30-Somethings (Y2), 1
Comedy ; Kate & Allie | Designing Women | Pee Wee Herman Movie ABC Prete[sic], 1
Comedy ; Facts of Life | 227 | Golden Girls | Amen | BV 1:05, 1
Comedy ; 10-3 My Sister | Even [illegible] | 10-10 Married | Woman in Prison | Tracey Ullman | Mr. Preinb[sic] | Benny Hill | Benny Hill, 1
Comedy ; 3-5 Golden Girls | Amen | Bob Hope Special | 3-6 Day By Day, 1
Many Wives of Patrick / Trying Times, 1
Comedy ; 10-17 Small Wonder | My Sister | Everything's Relative | 10-18 Mr [illegible] | Benny Hill | Benny Hill, 1
Comedy ; 10-15 Cosby Show | Different World | Cheers | Night Court | LA Law | 10-18 Married | Tracey Ullman | Mr. Pres, 1
Comedy ; [sic] Place | Kate & Allie | Newhart | Designing Women | De Grassi Jr High, 1
Comedy ; Bob & Ray Jane & Gylda 3-15-86 | [illegible] 4-18-86, 1
Comedy ; Cosby | Dif World | Cheers | Molly Dodd | Facts of Life | 227, 1
Comedy ; Cosby | Dif World | Cheers | Molly Dodd | Night Court | Family Ma- 4-1, 1
Comedy ; 3-19 Golden Girls | Amen | 3-22 General Hospital x2, 1
Comedy ; 11-9 Fr[sic] | Oprah 11-11 | MacNeil Lehrer 11-30-87, 1
Comedy ; Family Ties 2-7 | 2-8 General Hospital | [illegible] | Designing Women | News AM, 1
Comedy ; Perfect Strangers | Head of the Class | Hooperman | Sla[sic] | Dynasty, 1
Comedy ; Who's The Boss | Moonlighting | Thirty Somethings, 1
Comedy ; Cosby Show | Different World | Cheers | Mama's Boy | This is Your Life, 1
Comedy ; Who's The Boss | Growing Pains | Moonlighting | Thirty Something, 1
Comedies ; Foul-Ups 10-16-84 | Highway To Heaven 10-17-84 ; Sat Nite Live Jesse Jackson 10-20-84, 1
Comedy ; 4-2 Facts of Life | 227 | Golden Girls | Amen | 4-3 Family Ties | Day By Day, 1
Comedy ; 3-23-88 Growing Pains | Head of the Class | BU 1hr 9m | 3-27 Family Ties | Ray By Pa [??], 1
Comedy ; Aaron's Way | Year in the Life | Bronx Zoo, 1
Comedy ; Sat Nite Live Pres. Candidates m[sic] 4-16-88 | News ; 4-18 AM CBS, 1
Comedy ; Frank's Place | Kate & Allie | Newhart | ? | ?, 1
Comedy ; Out of This World | Small Wonder | Facts of Life | 227 | Golden Girls | Amen, 1
Comedy ; 3-3 Cosby Show | Different World | Cheers | Night Court | 3-21 Kate & Allie | Designing Women | Newhart, 1
Comedy ; Married | Tracy[sic] Ulman[sic] | Duet, 1
Docu / News ; Frontline 3-1-88 | Super Tuesday 3-88 | 60 Minutes Dr[sic] [illegible] 3-27-88 | Nite Line - Jackson* 3-28 | [illegible] 3-3, 1
Comedy ; Newhart | Valerie, 1
Comedy ; 4-15-88 | Family Ties 4-17-88 | Day By Day 47[?] | Golden Girls | Amen, 1
Comedy ; Who's The Boss | Growing Pains, 1
Comedy ; 4-9 227 | Mama's Boy | Golden Girls | Amen | 4-12 Who's The Boss | Wonder Years, 1
Comedies ; 8-6 Mommies | Duck | Mr. President | Tracey Ullman | Benny Hill | Benny Hill | Many Wives of ... #1 9-19 | My Sister Sam 10-10-88 | Everything is Relevant 10-10-88, 1
Comedy ; 3-29 Trial & Error | My Sister Sam | Coming of Age | Frank's Playground | Aaron's Way | Small Wonder 4-2, 1
Comedy ; 12-26 Mr. President | Women In Prison | 1-3 Planned... | Tracey Ullman | 1-9 Facts of Life | 227, 1
Shakespear[e] ; Comedy of Errors, 1
Drama / Comedy ; General Hospital | Waltons | Too Close for Comfort | ALl In The Family | Hia[sic] + Heath, 1
Kane & Abel, 1
Great Performances - The Gospel at Columbus 11-8 | An Early Frost 11/11 | Afar [illegible pencil], 1
Threads 6-24 | Patience Gilbert & Sullivan 7-3, 1
Marco Polo, 1
Perry Mason Returns, 1
Star Trek 8-30 | Marco Polo Part I 9/9, 1
Joe Klein (Sat - Sun Overnite), 1
5 | C-SPAN 6PM, 1
News ; PBS-12 ; Lehrer | NBR [each date], 1
(Sat) 10:42PM, 1
(Hol) 7PM ; 9PM, 1
C-SPAN 7AM 10:15 | ABC-6 This Week | 12N | C-SPAN, 1
Comp ; Al Gore 1996, 1
Comp ; 36 6:25 PM |, 1
Comp ; Larry King Reagan Love Letters || Imus, 1
8||10:30, 1
11AM | 3PM, 1
8PM | 9:10 PM, 1
About Books (sat), 1
Comp ; Clinton Dean Conn., 1
Comp ; Russert on Gore (Sun), 1
Comp ; Siamese Twins / OJ Decision, 1
(Overnite) 6:59 AM, 1
10AM (Sun) 3PM, 1
Overnite (LP) 3:27 AM, 1
Sun/Hol, 1
(Overnite Sat-Sun), 1
Brit Coms - Waiting for God, 1
0.7534722222222222, 1
Comedy ; 10PM, 1
CSPAN 6-25-97 7:00 AM 9:50 || CNBC 10-13-97 10PM, 1
PBS-12 9-29-97 Lehrer 6:07 PM || 10-3-97 6PM Lehrer CNBC, 1
Comedy - Funniest Home Videos 6-1-97 | Mck M[sic] 6-13-97 | ABC-6 8PM 10-1-97 Comedy, 1
M[sic] Line ; 12PM ||, 1
Politically Incorrect ABC-6 ; PI 6-20-97 | NL | PI 6-25 | NL | PI 6-26 | PI 6-27, 1
Microsoft Finding Memory (Sat), 1
Dow up 438 NSD up 85 down 100, 1
12M || 12:20 AM, 1
Comp ; Todd Ro[sic], 1
Comp ; Daily Show ; Telecourse R[sic] 7AM, 1
Comp ; DOW up 439 / NSD down 100 up 82 ; Dow 12199 NASDAQ 1134, 1
Comp ; (Fri), 1
Comp ; Ja Reno ; 3PM (Mon), 1
Zoth Anniv Elian Msft Decision Ted Turner, 1
Comp ; 3-25-00 (Sat) 11:30 PM Jess[sic] Unit Immig Workers || 3-26-00 (Sun) Russian[sic] Barak Pope 11:15 Am, 1
Comp ; Diano Verdict (Sun), 1
CNN 5-24-00 5:09 PM 6AM MSFT ; 6-1-00 Elian Court Decision NSD up 2PM, 1
Comp (Sun) 3-5-00 Simpsons // 3-6-00 6:00 AM Bloomber C-SPAN, 1
Yr End Reviews, 1
Clinton to India || 4AM (Sat) (Sun), 1
Comp ; Kids on Race, 1
NSD ; Hackers Attacks ; * Taxi -iggy[?] ; Sci Tech, 1
Fri 3-27-87 Wall St Wk | Wed 4-1-87 10 PM News | Nightly Bus Report || 3-10-88 CBS AM News | Ch 6 | ABC | 10PM News | NBR, 1
News ; 11-12 Ch 5 PM | Chronicle | 11-13 Ch 5 ABC[sic] AM | Wash Wk | Wall St. Wk | 11-14 Adam Smith | McL Group | Tony Brown | Face The Nation, 1
Republic Presidential Candidates Debate 1-8-88 | News 2-17-88 CBS AM, 1
News ; 11-27 CH5 ABC PM | Chronicle | Wash Week | Wall St Week | Nightly Business Report | 11-28 Adam Smith | McL Group | Tony Brown | 11-29 Face The Nation | Meet the Press | Amer[sic] | 11-30 ABC PM News, 1
Bork Hearings ; Day 2 5-6PM 9-16-87 | Day 3 10-1:15 AM 9-17-87 | Silicon Valley | Lang[sic], 1
12-7 10 PM News | 12-8 ABC AM News, 1
News ; CH 7 PM 11-10 | CH 5 AM 11-11 | Reason / [illegible] 11-11 | CH 7 AM 11-16, 1
3-3-88 Nite Line Panama | 3-4 10PM News | NBR | Nite Line J Jackson | 3-5 WSJ Report | Bottom Line | Wash Wk | Wall St Wk | Adam Smith | McL Group | [illegible], 1
2-24 Chronicle | 2-26 CBS AM News | 3-6 Ch 5 PM News | CBS News | ET, 1
News ; CBS News 3-17 | Chronicle | 11PM 9-14 | Nightline -illegible] | CBS AM 3-18 ; Wash Wk | Wall St Wk, 1
3-6 Amer [sic] | 3-8-88 CBS AM News | ABC PM Ch5/ Chronicle | 3-9-88 CBS AM News, 1
11-16 ABC PM News | Chronicle | 11-22 Face The Nation | Meet The Press | 11-24 ABC AM News | Ch 5 PM News | ABC PM News | Chronicle | ABC AM News, 1
Thu 12-3-87 10PM News (Sp) | Nitely Business Rpt (Sp) | Fri 12-4 ABC AM News EP, 1
1-27 10 PM News | NBR | 1/24 NBR | 1/30 [illegible] | McL Group | 2-1 ABC PM News | 2-2 ABC PM News | [illegible] | 2-6 WSJ Report, 1
News ; ABC AM 10-12 | ABC PM 10-14 | Chronicle 10-14 | ABC AM 10-15 | 19/19 Attack on [illegible] ABC | 11/20 Nite Bus Rpt | 10-22 Reagan Press Conf, 1
News ; Monitor ; 7AM-2PM, 1
News ; 8:00 AM - 1 PM, 1
News 10-26 Ch-5 6PM | ABC PM | Chronicle | News Monitor 10-27 2-9PM CH-7 | CH5, 1
News / Monitor AM, 1
News 2-7 CBS PM | ET | Wash Wk | Wall St Wk | 2-10 ET 2-N | 2-11 CBS AM News 1:30 | ET | Reagan News Conf | 10PM News | Nitely Bus Rprt, 1
Mon 11-18 CBS AM News | Ch 5 Local News | CBS PM News | ET | Tue 11-19 CBS AM News ; School, 1
News ; CBS AM News | CBS PM News | E.T. | E.T. 2-5 | ET 2-6, 1
News ; CBS AM 3-7 | E.T. 3-7 | 3-9 McL Group | Meet The Press | 3-12 Nightly Bus Rpt | ET | 3-13 Ch 5 PM News [illegible], 1
Fri 9/20/86 CBS PM News | ET | Wash Week | Wall St. Week | Mon 9-23-86 CBS PM News | ET | Scarecrow Mkt [sic] | 11-26 Tue ET | 11-27 Wed ET | 11-28 ; Thu ET | 11-29 Fri ET, 1
News Monitor 11:30 AM - 1:30 PM, 1
News ABC AM 10/7 2HR | Fri 10-9 ABC PM News | Chronicle | Wash Wk | Wall St Wk | Sat 10-10 Adam Smith | McL Group | Tony Brown | Jim Baker Niteline 10-27, 1
Sunday 10-25-87 | 10-26-87 News Monitor Ch7-CBS 11:30-3:00 PM, 1
Wed 10-14 10PM News | Nitely Business / Big Man D It Up | Thu 10-15 Nitely News Report | Chronicle | Fri 10-16 Ch 5 6PM News | ABC PM News | Chronicle | Wash Week | Wall St Week | 10PM News | Nitely Bus Report, 1
News Monitor Ch5 1-3 PM Ch7 3-7PM, 1
Friday 3-8 CBS PM News | ET | Wash Wk | Wall St Wk | Sun 3-10 5 on 5 | Face The Nation || Mon 3-11 CBS PM News | ET | Tue 3-12 CBS AM News, 1
Mon 8-12 CBS PM | ET | Tue 8-13 CBS PM | ET | Wed 8-14 NBC AM News | Mon 8-19 CBS PM News | ET, 1
Tue 6-25 CBS News | ET | Wed 6-26 CBS AM News | CBS PM News | ET | Thu 6-22 CBS PM | ET | Fri 6-28 CBS | ET, 1
Mon 9-2 CBS PM News | ET | Tue 9-3 CBS AM News ; Cumputer guys [sic] (end) | 9-4 CBS PM News | ET | 9-5 CBS PM News | ET, 1
News 1-29 CH7 Local Evening News | CBS PM News | ET | Mon 3-3 ET | 3-4 ET | Wed 3-5 ET | 3-6 CBS AM News | 3-11 ET, 1
News ; CH4 Monitor 4:00 AM - M[sic], 1
News & Monitor 7AM - 1PM, 1
News ; CH7 CBS Monitor 7AM-1PM, 1
News ; 7AM-5, 1
News ; 1PM-7PM Monitor, 1
News ; Monitor 7AM-1PM, 1
Wed 2-6 CBS PM News | E.T. | Deacon State of Union [sic] | Demo[illegible] | Thu 2-7 ABC PM News | E.T. | Fri 2-8 ABC PM News | ET | Wash Wk | Wall St Wk | 2-20 CBS PM News, 1
Doc 5-5 60 Minutes (+ Stevie Wonder [illegible]) | Foreign Pres | McL[sic] Rept. | Mon 5-6 CBS AM News | CBS PM News | ET, 1
News ; Thu 10-1 Ch 5 6PM News | ABC PM | Chronicle - PR Edw / Planet[sic?] | Fri 10-2 CBS AM | Wash Wk | Wall St Wk | 10PM News | Nitely Bus Rpt, 1
[illegible] | ABC AM News 1 1/2 hr 3/14/86 | Ch5 6-7 | ABC | Chronicle | 10PM | NBR | 11PM, 1
12-9 ABC PM News | Chronicle | 10PM | Nitely Bus Rpt | 12-10 ABC AM News, 1
News ; 12-14 10PM | NBR | 12-15 ABC AM News | 12-16 ABC AM News | 10PM | NBR, 1
Documentaries ; 10/20 | The Last Word Drw.Eve/Ashley Montr[sic] | News 11PM, 1
Documentaries ; Kids In Love 11-26 | Hollywood Children 11-27 | Step-[sic] [illegible] Day 11-29 | 12-12 Miller's Court TV in Conat[sic] 15 min B-1 | 12-13 B-1 Richard Pryor + News [sic], 1
B3 ; Sunday Morning Charles Kuralt :90 | This Week Dave Brinkley :60 | Firing Line Wm Buckley Ham Jordan :60 | 100 wk News Review :30 | Law Makers :30, 1
Sunday 11/21 Charles Kuralt :90 | David Brinkley :60 | 5 On 5 :30 | 11-26 Donahue Women in TV | Cottle Victor Borge | News, 1
Sunday Morning Charles Kuralt | David Brinkley | [illegible] Pre Law Makers, 1
Sunday ; Sunday Morning Charles Kuralt | This Week David Brinkley | 1[illegible] + Law Makers | Ch 5 City Sts Retrospective | Sex Ed [illegible] Liberty Pt 1, 1
Documentaries ; Donahue - Flat Rate Income Tax | Cottle Reagan - at Zyr Point | World Re[sic] Hindu Pharmacy [?], 1
The Threat of Nuclear War ; [illegible] Nite Line, 1
This Week David Brinkley 1-23 | Firing Line Women Have It At Least As Good As Ment Pt. 1 1-23 | Debate Pt. 2 1-30, 1
Documentaries ; Donahue [illegible] | [illegible] Pt 2 | Filthy Rich | McN Lehr Violence on TV, 1
10 O'clock Review | Law Makers | 60 Minutes [illegible] Pilot [sic] | Media Probes, 1
Sunday Morning Charlie Kuralt | 10PM News Review, 1
CBS Sunday Morning | Brinkley | KUA Show [illegible] | Buckley + Giamatti - on Fe[illegible] Pt 2 | Law Makers Bl. Miss. Cong. Cand. 30m, 1
Democratic National Convention 10PM 12M - 2AM, 1
B-3 Dem. Convention ; Jesse Jackson, 1
Acceptance Speeches etc- 2AM, 1
Democratic National Convention 9PM - 12M cix 4, 1
CBS Sunday 11-7 | This Week Brinkley 1HR | Firing Line Mortimer [illegible] | To Dub ? | Begin Testimony 11-8, 1
Election Returns 6:30 - 11:00 PM, 1
Election Returns (cont'd) 11:00 PM - 2:30 AM ; News 11/3 AM, 1
Dem. Convention 10:30 PM, 1
National Geographic - Photography 3/8/80 B3 1HR | Friends of Man b-3 1/2 HR | [illegible] | 10:00 News Wisc Primary 4-1-80 B-3, 1
Bill Moyer's Journal Vietnam War B3 1HR | Manduvre - W HS Man b-3 90m | Nevada Fallout: Hot Years B-3 1/2HR | The Uranium Factor B-3 1hr, 1
Phil Donahue (4/20 - Ralph Nader), 1
Hispanic Div + Op[sic] [illegible] ; RCI Astro, 1
Starring Katharine Hepburn Ch 2 B3 1:30 | Hepburn & Tracy HBO B3 1:00, 1
Documentaries ; John Stapleton ; [illegible | 8:00, 1
National Geographic ; 8PM 60 | Walk Through the 20th Century Bill Moyer 9P 1:30, 1
Documentaries ; P[sic] [illegible] | [illegible], 1
Amazing World of Spiders | Generic News | High Schools, 1
Sunday ; Brinkley This Week 60 | Five on Five 30 | Boston Other Elections 30 | Estate Planner 60, 1
News 4/4 | Face The Nation 4/5 B3 :30 | Meet The Press B3 :30 | Bill Moyer's Journal U.S / Soviet  B3 1:00 Pt. II 4/12 | View On Gut Secrecy (-10 Mins at end) 1-19-84 1:30, 1
News - Democratic National Convention, 1
Vietnam A TV History - Pt I 10-3 | Pt II 10-4 | Pt III 10/10 | Pt IV 11/18 | Nitely Business Report 10-20, 1
Vietnam Final 12-24 | Firing Line [illegible] 12-25 | Body in Question, 1
Wash Wk In Rev 1/23 B3 1/2 | 1/25 Face The Nation Christopher B2 1/2 | Issues & America Muskie Cutler B3 1/2 | Meet The Press Percy B3 1/2 | In Search Of Coral Castle B3 1/2, 1
Pope John Paul II Assassination Attempt CBS Special B3 1:00 | ABC Nightline B3 1:00 | CBS News :30 | ABC [sic] :30, 1
Washington Week In Review - B3, 1
El Salvador - Another Vietnam 3/7 B3 1:00 | Near Armageddon - Nuclear Weapons in the Middle East B3 1:00 | H[sic] [illegible] | Search For Alexander Pt-1 5/9, 1
Billy Moyer's Journal B-3 ; Workers [illegible], 1
Bill Moyers ; Betty Friedan ; Phil Donahue, 1
Democratic Presidential Candidates Dartmouth Debate 3:00, 1
Tue ; Boston Election Night 6PM-10:30PM, 1
[illegible first half of label] | [illegible] 1/27/81 | JDL 8/4/81 B3 1:00, 1
Bill Moyer's Journal Republican Cadidates' School | Automatic rewind?, 1
Free To Choose B2 1HR | Olympiad B3 1HR | Boston Condos Etc Pt 1 B3, 1
Bill Moyer's Journal ; J Campbell Myths - I 4/19 B3 1:00 | Pt II 4/26 1:00 | Senate Abortion Hearings 5/17 1:00 | Mild Horton I 6/7 1:00, 1
Chronicle J.F. Kennedy Pt I 11-21-80 | Pt III 11-23-80 | J.F. Kennedy : Years of Lightning ; Day of Drums 11-23 1:30 | Chronicle 12-5-83, 1
Stock Mkt Boom | Sandy Fr. Sen. Dole | Crossfire Mark Green + Greenspan Pat Buchanan B-2, 1
MaNeil-Lehrer + Docum. B-3 ; Begin Crisis 3-23 | * 3-25, 1
Death of a Princess B3 2HR | Panel Discussion B3 1HR, 1
Donahue on Draft Reg. | Commentary Carter Press Conf 8/4/80 B3, 1
Iran News 1/4/80 B3 1 1/2 HR | Sensational Wonderful Wacky 70s B3 1 1/2 HR, 1
Donahue ; Ramsey C-R Clark 7/14 | [illegible] | R[egan?] Bu[st? sh?] 7/17 | Twins 5 mins B-3, 1
Comp ; CNN PBS12 7:30 PM | 10PM | PBS12 F[sic] 11:30|, 1
Comp ; C-Span 7AM | MSNBC 10AM | CNBC, 1
(Sun) Book Notes, 1
(Sat) ; 5PM||, 1
Sunday ; CBS-3 Sunday Morning | Face Nation | ABC-6 TMI | PBS-12 Health | Ethics | McL Group, 1
BookTV (Sat/Sun) O.N., 1
11:30 Steve Jobs - PIXAR, 1
News: Nightline/Politically Incorrect [each date], 1
Comedy NBC-10 4-20 | 5-2 3rd Rock NBC-10 | 5-3 ABC-6, 1
News ; Lehrer | NBR | Wash Wk | Wall St Wk, 1
Comedy ; 5-30-ABC-6 | 6-4 Fox 29 King of the Hill | Simpsons | Malcolm || 6-5 CBS-3, 1
Comp ; C-Span 3PM || MSNBC 65 4PM, 1
Comedy ; Friends, 1
News ; 5-26 Lehrer | NBR | [illegible] | Wash Wk | Wall St Wk | 5-30 Lehrer | NBR, 1
Mon/Hol Over Nite, 1
Tue/Wed Overnite, 1
(Sat) BookTV | 9pm [check mark], 1
Comedy ; CBS-3 [both dates], 1
8PM | 10PM ; 12M |, 1
8:30|, 1
10PM | 11, 1
3PM CNNFN | MSNBC 5:40 PM, 1
X-Files Fox 29(11) [each date], 1
(DST), 1
Comedies - Fox, 1
C-Span Wash Jrnl 10AM | C-Span2 Gulf Sound 11AM, 1
10:20 AM | C-Span 1-16 B[sic] M[sic], 1
C-Span 12-3-96 7AM 10:40 | CSPAN2 1-19-97 Books 9PM, 1
(Sat) 2PM | CNBC, 1
10AM || 4:20 PM 8:10|, 1
10AM|, 1
CSPAN 7AM ; 10:30 AM || CNN 10:30 AM, 1
House Ethics Committee, 1
(Sat) Ethics Committee Gingrich, 1
Comp ; NSD Down 7% Elian Re[sic] Decis.?, 1
CNN 4-12 11:50PM | Elian Reno News Conf 4-13, 1
State of Union ; Elian Or[sic] Meg, 1
Elian Transf? MSFT, 1
